2961,4,vpiyklifzyyddyhosufw,5412,-1,2021-12-05 16:10:59,4,2
2029,2,vyqyajlogvwvharo,5412,-1,2021-12-05 16:10:59,2,0
2177,4,aulmzmrpmdtsugn,6173,-1,2021-12-05 16:10:59,4,1
2561,4,edjofeqilmes,6173,-1,2021-12-05 16:10:59,6,2
2260,1,qsvaqfwlhwbmenbagtei,4258,-1,2021-12-05 16:10:59,7,1
2774,1,gnpizcce,4258,-1,2021-12-05 16:10:59,8,4
2033,1,gremnunyxcpi,4258,-1,2021-12-05 16:10:59,5,0
2776,1,eyycor,4258,-1,2021-12-05 16:10:59,0,1
2671,2,xlpmgzajnflfbrcqmg,4258,-1,2021-12-05 16:10:59,8,0
2178,1,bgmqyazreaquor,4258,-1,2021-12-05 16:10:59,10,3
2808,2,cxsdllisss,4258,-1,2021-12-05 16:10:59,0,4
2952,4,zwpscgfchannfyya,4601,-1,2021-12-05 16:10:59,0,4
2719,2,xqcrrcwur,4601,-1,2021-12-05 16:10:59,8,2
2864,4,oxxjysdwzdqc,4601,-1,2021-12-05 16:10:59,4,2
2714,5,wktbjcqpahgv,6630,-1,2021-12-05 16:10:59,0,4
2614,5,cpuheweupfyylpszcet,6630,-1,2021-12-05 16:10:59,7,2
2895,2,sorwkprhqgmtdj,6630,-1,2021-12-05 16:10:59,4,4
2863,1,ghpbfq,6630,-1,2021-12-05 16:10:59,6,4
2379,4,htupgecnkuvntacqhspx,6630,-1,2021-12-05 16:10:59,7,3
2560,3,xdy,6630,-1,2021-12-05 16:10:59,7,2
2992,4,hbrzokadsdzit,6630,-1,2021-12-05 16:10:59,8,0
2456,1,yxn,6630,-1,2021-12-05 16:10:59,1,3
2292,1,kenfykjrmdwbmb,6630,-1,2021-12-05 16:10:59,8,0
2656,5,gcgfrfex,3133,-1,2021-12-05 16:10:59,10,1
2923,5,uheyfsebeqkg,3133,-1,2021-12-05 16:10:59,6,3
2458,4,osyuzkbuslx,3133,-1,2021-12-05 16:10:59,0,0
2816,2,mgsw,6220,-1,2021-12-05 16:10:59,1,4
2535,1,uutrsqzrhxqnutt,6220,-1,2021-12-05 16:10:59,0,4
2899,5,hftaasheebolxcwz,6220,-1,2021-12-05 16:10:59,2,4
2130,3,qjkxdrxjggag,6220,-1,2021-12-05 16:10:59,0,1
2250,1,ubowenkywcgf,4815,-1,2021-12-05 16:10:59,9,2
2308,3,ntrurmleoyqnbrxiwd,4815,-1,2021-12-05 16:10:59,1,3
2598,4,udtfusjlvpez,4815,-1,2021-12-05 16:10:59,8,2
2947,3,obhnvemhabhbgcjbspsr,4815,-1,2021-12-05 16:10:59,10,2
2320,2,misdvufkffrnrct,4815,-1,2021-12-05 16:10:59,5,4
2798,1,ackktmqehdix,4815,-1,2021-12-05 16:10:59,10,0
2936,1,kagjrbygqvbsiman,6549,-1,2021-12-05 16:10:59,3,4
2139,4,pmpoxmtinwjkodi,6381,-1,2021-12-05 16:10:59,0,4
2848,4,dixts,6381,-1,2021-12-05 16:10:59,1,2
2651,2,tubxfxsuffqvqlpazkn,6381,-1,2021-12-05 16:10:59,4,2
2660,3,qjlagtqcgrrydiv,6381,-1,2021-12-05 16:10:59,1,1
2860,1,yjnjietyvi,6381,-1,2021-12-05 16:10:59,8,4
2093,5,hxufnuotvoscpyhtsow,6381,-1,2021-12-05 16:10:59,9,4
2784,4,zvpnyuzinmjphof,6381,-1,2021-12-05 16:10:59,4,2
2741,3,htcboatcz,6381,-1,2021-12-05 16:10:59,10,0
2076,1,uhmyzbnqqimffikkv,6174,-1,2021-12-05 16:10:59,2,1
2005,2,qyyhbkl,4829,-1,2021-12-05 16:10:59,4,3
2760,5,wooux,4829,-1,2021-12-05 16:10:59,3,1
2609,1,qsrjw,4432,-1,2021-12-05 16:10:59,1,3
2888,5,emfbtrrzchaw,4432,-1,2021-12-05 16:10:59,10,3
2210,1,jhkjwjnvsilqxjlqkr,4432,-1,2021-12-05 16:10:59,4,4
2974,4,qmr,4432,-1,2021-12-05 16:10:59,9,3
2038,4,qpwdfkyexvg,3906,-1,2021-12-05 16:10:59,10,4
2971,4,wldmbyvankawlex,3906,-1,2021-12-05 16:10:59,2,3
2312,3,soabpkusdvhjcwqwbowq,3906,-1,2021-12-05 16:10:59,6,2
2864,2,ilxcjnegvedcslvcq,3906,-1,2021-12-05 16:10:59,0,1
2870,3,nzdckbvnaj,3906,-1,2021-12-05 16:10:59,5,4
2411,5,czylfwaxbnqwhakc,3906,-1,2021-12-05 16:10:59,5,2
2765,3,dnmaxoexynshzszvwb,3906,-1,2021-12-05 16:10:59,5,2
2552,3,tnrqnub,3906,-1,2021-12-05 16:10:59,7,0
2522,1,hst,3906,-1,2021-12-05 16:10:59,5,3
2442,4,njc,3906,-1,2021-12-05 16:10:59,0,1
2915,4,qsiy,2454,-1,2021-12-05 16:10:59,2,1
2683,3,exigcomnlhgbuuq,2454,-1,2021-12-05 16:10:59,5,1
2111,2,lwrzyorugwq,2454,-1,2021-12-05 16:10:59,8,0
2963,5,jnwsznxvmx,2454,-1,2021-12-05 16:10:59,7,1
2253,3,mmcxajnjurkwdsbjx,2454,-1,2021-12-05 16:10:59,4,3
2593,4,hhghfxnrrppeyvrjt,6099,-1,2021-12-05 16:10:59,2,0
2725,5,buavxzsxceosie,6099,-1,2021-12-05 16:10:59,2,3
2030,1,kgnfgtzyesc,6099,-1,2021-12-05 16:10:59,0,4
2173,3,gpzarectb,6099,-1,2021-12-05 16:10:59,1,4
2319,4,jcdnyk,3166,-1,2021-12-05 16:10:59,1,2
2133,4,rvwxbwsty,3166,-1,2021-12-05 16:10:59,2,1
2483,1,zgmaf,3166,-1,2021-12-05 16:10:59,1,1
2851,3,xgzrwcjzpqkgvgkljg,3166,-1,2021-12-05 16:10:59,4,3
2823,1,mvubx,3166,-1,2021-12-05 16:10:59,4,4
2683,5,hjpaho,3166,-1,2021-12-05 16:10:59,0,0
2496,2,xxdbvzbdhdifdglexi,3166,-1,2021-12-05 16:10:59,5,2
2866,2,wppirzzbqrymkrg,3166,-1,2021-12-05 16:10:59,7,2
2701,1,lkfivrubcgiumwefgt,3166,-1,2021-12-05 16:10:59,4,0
2438,5,ieckjlbrqhsuef,3166,-1,2021-12-05 16:10:59,2,1
2600,2,pttkzaynfh,5827,-1,2021-12-05 16:10:59,7,4
2696,4,ntu,5827,-1,2021-12-05 16:10:59,4,3
2440,1,rlpyjmfthapmkiom,2073,-1,2021-12-05 16:10:59,2,2
2208,4,flgxzuewhzrl,2073,-1,2021-12-05 16:10:59,0,1
2675,4,odslojofvfiubkjqs,2073,-1,2021-12-05 16:10:59,3,1
2479,2,xpwafcl,2073,-1,2021-12-05 16:10:59,10,2
2907,4,kvjig,2073,-1,2021-12-05 16:10:59,0,2
2932,2,swqunhfis,2163,-1,2021-12-05 16:10:59,4,3
2214,3,zzo,2163,-1,2021-12-05 16:10:59,1,1
2237,2,riukga,2163,-1,2021-12-05 16:10:59,6,4
2622,3,lkstgmzllitqsch,2163,-1,2021-12-05 16:10:59,0,0
2017,3,idnlbgyuoymljxkfyh,2163,-1,2021-12-05 16:10:59,10,4
2171,4,qqgvhahzsuesxqeokg,6355,-1,2021-12-05 16:10:59,10,4
2952,5,rsjgsd,6355,-1,2021-12-05 16:10:59,10,0
2299,1,yeyyuti,6355,-1,2021-12-05 16:10:59,3,1
2231,3,klddybfkiivmketnmf,6355,-1,2021-12-05 16:10:59,2,4
2093,5,kicpscqvjshqqd,6355,-1,2021-12-05 16:10:59,2,3
2039,2,nkoapqvtiyvgwgxcc,6041,-1,2021-12-05 16:10:59,3,3
2581,4,dbrmaqpzflfbixraptw,2308,-1,2021-12-05 16:10:59,9,1
2375,1,ovaulpgknnypiaoabxe,2308,-1,2021-12-05 16:10:59,5,4
2748,5,nndfzagrtwvjjz,2308,-1,2021-12-05 16:10:59,2,1
2450,1,tkrnddtedhjiawufvqh,2308,-1,2021-12-05 16:10:59,5,1
2122,4,ikumbgssktqd,2308,-1,2021-12-05 16:10:59,2,1
2486,1,ncpdfwguu,2308,-1,2021-12-05 16:10:59,10,0
2023,1,ehfcxllsavfvwcdmmv,2308,-1,2021-12-05 16:10:59,9,4
2702,4,fzinregfwb,2308,-1,2021-12-05 16:10:59,9,2
2700,2,hexqokhhmf,2308,-1,2021-12-05 16:10:59,4,3
2302,4,kkcwhcjmegw,5563,-1,2021-12-05 16:10:59,5,1
2730,2,bjjpuxnakgftpb,5563,-1,2021-12-05 16:10:59,1,4
2418,1,mujygqkg,2955,-1,2021-12-05 16:10:59,10,1
2338,3,balang,2955,-1,2021-12-05 16:10:59,2,4
2717,5,azxksmpzmumvarmkl,2955,-1,2021-12-05 16:10:59,5,2
2281,2,zdvehywnmdcdx,2955,-1,2021-12-05 16:10:59,10,3
2584,1,axuut,2955,-1,2021-12-05 16:10:59,0,4
2469,1,chwqhhi,2955,-1,2021-12-05 16:10:59,6,0
2637,3,lkcgntgbpgurgax,6672,-1,2021-12-05 16:10:59,1,0
2453,4,jlskppzszbuwmycc,6672,-1,2021-12-05 16:10:59,10,4
2840,1,wgcuvdbphw,6672,-1,2021-12-05 16:10:59,8,0
2353,3,jdilhswan,6672,-1,2021-12-05 16:10:59,9,3
2226,3,ndfogkgug,6672,-1,2021-12-05 16:10:59,7,2
2541,1,lfgidfzdlxjp,5234,-1,2021-12-05 16:10:59,4,0
2928,1,laltcmolpb,5234,-1,2021-12-05 16:10:59,2,4
2596,3,xurq,5234,-1,2021-12-05 16:10:59,2,4
2255,5,ieqmsulvov,5234,-1,2021-12-05 16:10:59,5,4
2853,1,plezymrqqiiucjqxhraz,5234,-1,2021-12-05 16:10:59,9,4
2244,1,kjwyuzgfytegssom,5234,-1,2021-12-05 16:10:59,7,4
2140,3,ywvgxfubgtgvixzn,5234,-1,2021-12-05 16:10:59,8,1
2708,2,gsbjbkvgbjkfwirxg,5234,-1,2021-12-05 16:10:59,3,4
2384,2,fyeonqxddoobavmescuc,5234,-1,2021-12-05 16:10:59,8,2
2436,4,bcnsafrrfsnaftuar,5234,-1,2021-12-05 16:10:59,0,1
2597,4,xqlqauffjdbk,4259,-1,2021-12-05 16:10:59,6,3
2105,1,emphqycqcftm,4259,-1,2021-12-05 16:10:59,9,1
2766,5,zrs,4259,-1,2021-12-05 16:10:59,5,3
2849,1,admrrc,4259,-1,2021-12-05 16:10:59,10,1
2613,5,iny,4259,-1,2021-12-05 16:10:59,8,4
2804,3,hviqqnldtgu,4259,-1,2021-12-05 16:10:59,2,4
2342,3,ylikvnxevhxk,4259,-1,2021-12-05 16:10:59,2,1
2511,4,omx,4259,-1,2021-12-05 16:10:59,4,4
2673,3,flklhrujvlpcse,4259,-1,2021-12-05 16:10:59,5,1
2815,3,zsvywhypcnx,4778,-1,2021-12-05 16:10:59,10,1
2741,2,qqfpxdalofigxq,4778,-1,2021-12-05 16:10:59,9,2
2287,5,hom,4778,-1,2021-12-05 16:10:59,4,0
2910,1,ujuzmgfgxwwgz,4778,-1,2021-12-05 16:10:59,2,1
2889,2,basyoieslxemvebr,4778,-1,2021-12-05 16:10:59,4,3
2134,2,ieborckkniti,4778,-1,2021-12-05 16:10:59,7,0
2378,1,bytpunxhu,4778,-1,2021-12-05 16:10:59,10,1
2624,4,cjavq,4778,-1,2021-12-05 16:10:59,2,4
2566,2,kkadzjanxwo,2602,-1,2021-12-05 16:10:59,9,2
2247,1,zrjx,2602,-1,2021-12-05 16:10:59,4,1
2414,1,hpzrburfevxxgvsxuhsp,2602,-1,2021-12-05 16:10:59,0,0
2555,4,zylzmbcnc,2602,-1,2021-12-05 16:10:59,6,3
2977,5,ghcydtidwuqakvcky,2602,-1,2021-12-05 16:10:59,0,1
2959,2,qpqun,2602,-1,2021-12-05 16:10:59,5,3
2869,4,fmbpdohiencaxbknujb,2602,-1,2021-12-05 16:10:59,6,3
2412,1,rclsgdhyca,2602,-1,2021-12-05 16:10:59,5,3
2980,5,sypyqibyurmqhoh,2602,-1,2021-12-05 16:10:59,8,2
2623,4,ijtkffez,5411,-1,2021-12-05 16:10:59,10,1
2306,2,kzucgsjz,5411,-1,2021-12-05 16:10:59,0,1
2607,4,ldgtxlgnwr,5411,-1,2021-12-05 16:10:59,2,0
2572,1,nfo,5411,-1,2021-12-05 16:10:59,8,2
2583,3,xmnqroftdqoh,5411,-1,2021-12-05 16:10:59,10,1
2657,3,ggqcxbgzdjsug,3356,-1,2021-12-05 16:10:59,2,0
2818,1,dimfswpsb,3356,-1,2021-12-05 16:10:59,0,1
2081,2,prws,3356,-1,2021-12-05 16:10:59,1,4
2752,2,glyiambue,3356,-1,2021-12-05 16:10:59,6,0
2098,1,zjyvviff,3356,-1,2021-12-05 16:10:59,1,4
2383,1,uvwoulvbsxmccnzyj,3356,-1,2021-12-05 16:10:59,4,3
2590,1,xedjoyexwqoywqqjo,3356,-1,2021-12-05 16:10:59,9,0
2460,1,bcrwnzrxexgibziqwta,3356,-1,2021-12-05 16:10:59,10,3
2208,3,xibnmdrmli,3356,-1,2021-12-05 16:10:59,9,4
2355,3,mslpthsykiilryhbunc,3356,-1,2021-12-05 16:10:59,10,4
2198,3,bnia,2173,-1,2021-12-05 16:10:59,2,0
2739,2,mguhx,2173,-1,2021-12-05 16:10:59,10,0
2323,5,grwizlsgxdtsrkotkkuf,2173,-1,2021-12-05 16:10:59,5,4
2389,5,aecm,2173,-1,2021-12-05 16:10:59,5,1
2710,4,lvwiaabpjwdq,2173,-1,2021-12-05 16:10:59,4,4
2079,5,shyingcoxfrgxm,2173,-1,2021-12-05 16:10:59,1,1
2855,2,uadvcspmixai,2173,-1,2021-12-05 16:10:59,8,1
2763,2,icij,2726,-1,2021-12-05 16:10:59,1,1
2419,2,bncttuvg,2726,-1,2021-12-05 16:10:59,8,1
2430,4,cqhsuqmcxwnmroow,2726,-1,2021-12-05 16:10:59,4,1
2162,1,vwnhuirishyphramx,2726,-1,2021-12-05 16:10:59,8,1
2002,2,hybklqbmzrcqpkitu,2726,-1,2021-12-05 16:10:59,9,0
2367,2,iudlaokcupqt,3788,-1,2021-12-05 16:10:59,9,3
2411,4,tgwxcsvoadwifzbfiml,3788,-1,2021-12-05 16:10:59,1,3
2471,5,kcousjxhoikwaeqbwkyl,3788,-1,2021-12-05 16:10:59,2,2
2077,1,zuoibjqhoe,3788,-1,2021-12-05 16:10:59,3,4
2432,5,hna,3788,-1,2021-12-05 16:10:59,6,0
2912,3,rtyidvqayav,3788,-1,2021-12-05 16:10:59,5,2
2994,5,npszwpslfmnkrbthf,3788,-1,2021-12-05 16:10:59,4,0
2892,3,lnwigpasal,3788,-1,2021-12-05 16:10:59,4,0
2155,1,uqzluuqbrmd,3788,-1,2021-12-05 16:10:59,10,3
2018,5,axyuvzeitghmrpddyxs,5433,-1,2021-12-05 16:10:59,1,4
2055,5,vdgskffgaxsijucx,5433,-1,2021-12-05 16:10:59,1,2
2280,2,ypohoyscfml,5433,-1,2021-12-05 16:10:59,6,3
2265,4,oanauhlozubcknyvs,5433,-1,2021-12-05 16:10:59,2,3
2145,4,ewiyeltickvnmstnaglo,5433,-1,2021-12-05 16:10:59,5,0
2148,3,ipdiejplbdtu,5433,-1,2021-12-05 16:10:59,3,4
2011,4,xalsm,5433,-1,2021-12-05 16:10:59,4,0
2868,3,ovqxxrvz,3890,-1,2021-12-05 16:10:59,0,3
2737,1,vtqv,3890,-1,2021-12-05 16:10:59,3,0
2873,2,mktusfwjbva,3890,-1,2021-12-05 16:10:59,8,1
2477,2,jymlflpsgyrygcvjxh,4627,-1,2021-12-05 16:10:59,5,0
2256,4,yokumopeff,4627,-1,2021-12-05 16:10:59,1,1
2036,2,fae,4627,-1,2021-12-05 16:10:59,10,1
2614,5,zukailvmfpnr,4627,-1,2021-12-05 16:10:59,0,0
2881,5,ijjd,4627,-1,2021-12-05 16:10:59,3,2
2155,1,lpwlelmdyntnkhflph,4627,-1,2021-12-05 16:10:59,1,3
2236,2,carqkwqtvmapi,4627,-1,2021-12-05 16:10:59,1,2
2278,4,jhlkpoqcfyuwzomsb,4627,-1,2021-12-05 16:10:59,3,1
2877,4,gywdpiunhwg,4047,-1,2021-12-05 16:10:59,4,0
2776,1,zuezmvwaldwasn,4047,-1,2021-12-05 16:10:59,9,4
2266,4,zsztralccuxud,4047,-1,2021-12-05 16:10:59,4,3
2336,2,otlchectoljyd,4047,-1,2021-12-05 16:10:59,9,0
2999,1,mdaocservw,4047,-1,2021-12-05 16:10:59,4,1
2562,1,lcvrs,4047,-1,2021-12-05 16:10:59,5,4
2168,3,rnasfmbmn,4047,-1,2021-12-05 16:10:59,10,4
2282,1,xpiyo,4385,-1,2021-12-05 16:10:59,6,3
2202,2,bobjjvmdohyjdsttzbjs,4385,-1,2021-12-05 16:10:59,2,0
2211,4,phalpfktqpemlbsnojc,6476,-1,2021-12-05 16:10:59,3,3
2583,5,nphyuviaqcdefjzt,6476,-1,2021-12-05 16:10:59,0,2
2366,4,wawmscqkfttrjyjcuhv,6535,-1,2021-12-05 16:10:59,10,4
2491,4,inctigdgbzhfbwfesm,6535,-1,2021-12-05 16:10:59,2,3
2615,3,dxbs,6535,-1,2021-12-05 16:10:59,4,0
2797,1,fqrdhmeqjcpypagilrw,6535,-1,2021-12-05 16:10:59,6,3
2233,2,qxzpeumgjvljj,6535,-1,2021-12-05 16:10:59,2,0
2115,1,fdomirkhijubianh,6535,-1,2021-12-05 16:10:59,4,1
2553,2,vcpygzupxmjmfo,6535,-1,2021-12-05 16:10:59,1,0
2222,5,yncciduqgbxavqtmxx,6535,-1,2021-12-05 16:10:59,6,4
2944,3,nyvlqmjbvqm,6535,-1,2021-12-05 16:10:59,0,1
2187,3,rqkjqoptoxiqlewshgn,2142,-1,2021-12-05 16:10:59,6,4
2964,3,tffnrzqebjaldddabjwz,2142,-1,2021-12-05 16:10:59,0,1
2693,3,frzsaldrkcoxpggccu,2142,-1,2021-12-05 16:10:59,5,1
2902,1,pyownpdq,2142,-1,2021-12-05 16:10:59,10,0
2546,4,luxp,2142,-1,2021-12-05 16:10:59,3,3
2954,4,dsdpiokfgpvag,2142,-1,2021-12-05 16:10:59,4,3
2085,2,octerm,4828,-1,2021-12-05 16:10:59,7,2
2322,5,igdtnesijfkyoxuxrszd,4828,-1,2021-12-05 16:10:59,2,1
2117,1,essstvwlrwnkoayy,4828,-1,2021-12-05 16:10:59,10,0
2871,5,ndfeejrrgcu,4828,-1,2021-12-05 16:10:59,8,2
2678,4,pdgnktichiawjm,4828,-1,2021-12-05 16:10:59,1,2
2089,2,vdcgd,4828,-1,2021-12-05 16:10:59,7,1
2143,1,ybyghlyaggtovwffvs,4828,-1,2021-12-05 16:10:59,5,2
2653,1,hefhcyyjfk,4828,-1,2021-12-05 16:10:59,5,1
2246,1,neshqdhdk,4828,-1,2021-12-05 16:10:59,5,3
2495,3,pvjecrhw,4557,-1,2021-12-05 16:10:59,2,1
2747,5,fslkeffjbjirlejs,4557,-1,2021-12-05 16:10:59,3,2
2064,3,vxujazjdpasbysro,4557,-1,2021-12-05 16:10:59,4,2
2136,3,pvugdyfcg,2590,-1,2021-12-05 16:10:59,7,0
2473,1,vdfggfmgdaouadrtbi,2590,-1,2021-12-05 16:10:59,10,4
2440,3,mkfibfug,2641,-1,2021-12-05 16:10:59,1,4
2080,3,uuvve,2641,-1,2021-12-05 16:10:59,10,0
2935,1,heskdwdzpptz,2641,-1,2021-12-05 16:10:59,9,1
2533,3,ykfzqgfzknscwklau,2641,-1,2021-12-05 16:10:59,2,4
2530,5,sotrkl,2641,-1,2021-12-05 16:10:59,4,4
2674,1,roqu,2641,-1,2021-12-05 16:10:59,7,1
2915,1,garbodbceezjcmuqhef,2641,-1,2021-12-05 16:10:59,10,3
2765,4,yyfzcsmzvtk,2641,-1,2021-12-05 16:10:59,2,0
2729,4,sqzblxgsehtzkye,2641,-1,2021-12-05 16:10:59,0,2
2291,4,fsimemczngqlg,2641,-1,2021-12-05 16:10:59,1,0
2739,5,rjdq,5292,-1,2021-12-05 16:10:59,2,3
2161,1,lletajkdaeuthktemm,5292,-1,2021-12-05 16:10:59,5,4
2412,3,rjdlxby,5292,-1,2021-12-05 16:10:59,2,4
2883,2,jmyaepddfugrzyovyhn,3210,-1,2021-12-05 16:10:59,3,3
2829,5,vwhflpkgjiznmlvmar,3210,-1,2021-12-05 16:10:59,1,1
2122,2,ylwjcfednjelxxkfwyej,3210,-1,2021-12-05 16:10:59,8,4
2369,2,ftordjnhfnary,3210,-1,2021-12-05 16:10:59,8,3
2549,5,jgcvo,3210,-1,2021-12-05 16:10:59,5,4
2896,3,bjbwi,4251,-1,2021-12-05 16:10:59,10,0
2736,2,jlannnfx,4251,-1,2021-12-05 16:10:59,7,4
2154,3,egbiprxesfyzfi,4251,-1,2021-12-05 16:10:59,3,2
2599,2,zgsfnp,4251,-1,2021-12-05 16:10:59,6,4
2341,5,bdwzgoeqefzeowdvjan,2247,-1,2021-12-05 16:10:59,9,4
2903,2,tykejquohakb,2247,-1,2021-12-05 16:10:59,1,1
2621,1,gmetzlxwouaipctw,2247,-1,2021-12-05 16:10:59,0,4
2861,5,fwmojawgiouzxbtcmz,2081,-1,2021-12-05 16:10:59,2,0
2816,5,zsagaegckkqnui,2081,-1,2021-12-05 16:10:59,10,0
2743,3,eczzebawlqtfd,2081,-1,2021-12-05 16:10:59,0,0
2521,5,voutoapznwrdqjvez,2081,-1,2021-12-05 16:10:59,3,0
2107,2,ylupkgtjol,2081,-1,2021-12-05 16:10:59,7,3
2712,5,zpbviubziszvctn,2081,-1,2021-12-05 16:10:59,0,4
2297,5,fkehvbefxvtqaytivhxo,2654,-1,2021-12-05 16:10:59,7,0
2178,3,gmzrekqiwjtyfvfn,2654,-1,2021-12-05 16:10:59,8,3
2949,2,ffzkcv,2654,-1,2021-12-05 16:10:59,8,0
2977,1,hlucmhxz,2654,-1,2021-12-05 16:10:59,0,2
2013,3,afbazv,2654,-1,2021-12-05 16:10:59,1,3
2059,1,zwocveiwvxsb,2654,-1,2021-12-05 16:10:59,8,1
2973,1,gxd,2654,-1,2021-12-05 16:10:59,7,2
2316,1,kjjvapljualvtm,2162,-1,2021-12-05 16:10:59,7,3
2723,4,rrefflznmmqka,2162,-1,2021-12-05 16:10:59,4,2
2638,2,tvbkujfapmos,2162,-1,2021-12-05 16:10:59,5,0
2141,4,fjnx,5336,-1,2021-12-05 16:10:59,7,0
2277,4,nysppnmukgfmnasmv,5336,-1,2021-12-05 16:10:59,7,3
2449,5,zogs,5336,-1,2021-12-05 16:10:59,3,0
2034,4,rsutwsuaxarjsnknicc,5336,-1,2021-12-05 16:10:59,2,3
2788,5,wlniptwqbazbn,5336,-1,2021-12-05 16:10:59,1,0
2731,5,qem,5336,-1,2021-12-05 16:10:59,4,3
2188,3,gfikr,5336,-1,2021-12-05 16:10:59,6,2
2422,2,utmrftechx,5804,-1,2021-12-05 16:10:59,8,3
2804,5,luoscx,2368,-1,2021-12-05 16:10:59,9,1
2511,4,wmftuhldvqh,2368,-1,2021-12-05 16:10:59,5,0
2134,2,uqfb,2368,-1,2021-12-05 16:10:59,8,3
2689,5,zwrucvfourmkppl,2368,-1,2021-12-05 16:10:59,8,0
